siret,activitePrincipaleEtablissement,etatAdministratifEtablissement,adresse
17750152500097,84.24Z,A,34 RUE DE RIVOLI PARIS 75004
04955375300010,81.10Z,A,13 AVENUE CARNOT CLERMONT-FERRAND 63000
01495010900018,81.10Z,A,RUE DES CHEMINOTS AUREC-SUR-LOIRE 43110
21880450800016,84.11Z,A,70 RUE D'ESTRABACK SENAIDE 88320
03924233400017,81.10Z,A,25 RUE LEDION PARIS 75014 P PAR
03934479100015,81.10Z,A,31 ROUTE DE LA REINE BOULOGNE-BILLANCOURT 92100
29202015300014,42.99Z,A,CROCE DI LENTO LENTO 20252 MAIRIE
02081389500016,81.10Z,A,1 RUE DU DOCTEUR POMPEANI AJACCIO 20000
30286847600011,90.01Z,A,MAIRIE HAUTVILLERS 51160
26590524000023,88.10A,A,PLACE DU GENERAL DE GAULLE SAINGHIN-EN-WEPPES 59184
29850051300015,42.99Z,A,MAIRIE LE LANGON 85370
26400299900029,88.10A,A,18 AVENUE DE PARIS SOORTS-HOSSEGOR 40150 MAIRIE
03882768900019,81.10Z,A,28 AVENUE DES ARTS SAINT-MAUR-DES-FOSSES 94100
26040117900015,88.99B,A,HOTEL DE VILLE MEZEL 04270
03932449600015,81.10Z,A,34 RUE DU COTENTIN PARIS 75015
21770122600250,56.29B,A,3 AVENUE DU PALOISEL COMBS-LA-VILLE 77380
21060029200515,91.01Z,A,1 AVENUE JEAN DE NOAILLES CANNES 06400
02405772100011,47.82Z,A,QUA CAVANI -HAMJAGO MTSAMBORO 97630 QUARTIER CAVANI
03351096700012,81.10Z,A,PLACE SAINTE EUGENIE BIARRITZ 64200
29390731700011,42.99Z,A,MAIRIE SAINT-GERMAIN-EN-MONTAGNE 39300
26800796000019,88.99B,A,1 IMPASSE PIERRE BLONDIN VAUDRICOURT 80230 MAIRIE
03873915700014,81.10Z,A,4 RUE DE POMEREU PARIS 75016
03894019300014,81.10Z,A,5 RUE DE LA COUTELLERIE PONTOISE 95300
03869190300017,81.10Z,A,52 RUE SEBASTIEN MERCIER PARIS 75015 ARIS REP PAR
30317420500011,01.61Z,A,HABITATION BELLEVUE LE MARIGOT 97225
26040358900070,86.10Z,A,RUE PASTEUR DIGNE-LES-BAINS 04000 CENTRE HOSPITALIER
21880531500171,35.30Z,A,12 PLACE DU 22 OCTOBRE 1919 XONRUPT-LONGEMER 88400 MAIRIE
26850075800019,88.99B,A,6 RUE DU TOURNIQUET LES HERBIERS 85500 MAIRIE
21240585600056,37.00Z,A,VILLEFRANCHE-DU-PERIGORD 24550 MAIRIE
05650224800992,46.73A,A,ROUTE NATIONALE JOYEUSE 07260
21380434700036,38.11Z,A,MAIRIE SAINT-ONDRAS 38490
29370031600012,42.99Z,A,LE BOURG SAINT-QUENTIN-SUR-INDROIS 37310 MAIRIE
03928691900012,81.10Z,A,91 AVENUE FELIX FAURE PARIS 75015 REP PAR SARL LOISEL
24450048400054,88.91A,A,60 RUE TOULOUSE LAUTREC LOURY 45470
21020317000019,84.11Z,A,RUE ANDRE RULLIER FRIERES FAILLOUEL 02700
29700003600014,42.99Z,A,RTE DE DELAIN ACHEY 70180 MAIRIE
22975001300067,93.11Z,A,PL MGR FRANCOIS MAUER SAINT PIERRE 97500
30292579700011,93.11Z,A,ILE DU RHIN CHALAMPE 68490
21170415000153,85.20Z,A,13 RUE SAINT FRANCOIS SAINTES 17100
21860177100072,85.20Z,A,61 ROUTE DE CLAN NEUVILLE-DE-POITOU 86170
21340080700029,85.20Z,A,COLOMBIERES-SUR-ORB 34390 ESPACE CREMIEU
30122382200018,94.20Z,A,22 RUE D'ISIGNY CAEN 14000
26430137500012,88.99B,A,LAVAL-SUR-DOULON 43440
20000835700069,91.04Z,A,106 ALLEE DES TOPAZES SAINT-DENIS 97400 BELLEPIERRE
21400143000047,42.99Z,A,LAMOTHE 40250 MAIRIE
21530258900019,84.11Z,A,12 RUE DE LA GARE LA SELLE-CRAONNAISE 53800
03923526200019,81.10Z,A,4 RUE DES HAUDRIETTES PARIS 75003
21220279000029,85.20Z,A,32 RTE NATIONALE SAINT-CARADEC 22600
29770378700012,42.99Z,A,MAIRIE DE VILLEVAUDE VILLEVAUDE 77410
17320431400020,85.60Z,A,14 AVENUE DU GENERAL LECLERC NOGARO 32110
26910170500011,88.99B,A,RUE JEAN RAYNAL MORSANG-SUR-ORGE 91390
21310187600216,68.20A,A,RUE DU ONZE NOVEMBRE 1918 FONSORBES 31470 MAIRIE
26280433900014,88.99B,A,28 GRANDE RUE CROISILLES 28210
26760129200019,88.99B,A,LE BOURG FRESLES 76270 MAIRIE
01484650500015,81.10Z,A,RUE DU PUY DE VAURS ARPAJON-SUR-CERE 15130
21910549100019,84.11Z,A,PLACE ROGER PERRIAUD SAINTE-GENEVIEVE-DES-BOIS 91700
03899134500018,81.10Z,A,15 BOULEVARD POISSONNIERE PARIS 75002 P PAR SARL
26400230400014,88.99B,A,96 PLACE DE LA MAIRIE POUILLON 40350 MAIRIE
21220344200034,85.20Z,A,14 RUE DES ECOLES TREBRIVAN 22340
26830206400020,88.99B,A,144 BOULEVARD AZAN LA LONDE-LES-MAURES 83250
18971002300079,55.90Z,A,FOUILLOLE POINTE A PITRE 97110
26100440200010,88.99B,A,13 GRANDE RUE AILLEVILLE 10200 MAIRIE
04207186000011,81.10Z,A,32 TRAVERSE DES ILES GRENOBLE 38000
21690034000037,85.10Z,A,124 RUE PIERRE BRUNIER CALUIRE-ET-CUIRE 69300
03873976900016,81.10Z,A,129 BOULEVARD PEREIRE PARIS 75017
21740259300024,85.20Z,A,CHEF LIEU LE SAPPEY 74350
21730313000025,85.20Z,A,LD CHEF-LIEU VERTHEMEX 73170
20006796500117,42.99Z,A,PLACE DE L'HOTEL DE VILLE COMPIEGNE 60200 HOTEL DE VILLE
21570463601481,56.29A,A,20 RUE DES DEPORTES METZ 57070 QUEULEU
21250416100010,84.11Z,A,1 RUE GEORGES COLOMB MYON 25440
21500185000019,84.11Z,A,10 RUE DE L'EGLISE FLEURY 50800
21080002500012,84.11Z,A,PLACE DE LA MAIRIE AIGLEMONT 08090
21250391600018,84.11Z,A,RUE DU CHENE MONT-DE-LAVAL 25210
19720903400010,85.31Z,A,RUE DES COLLEGES ARNAGE 72230
25782572900037,84.12Z,A,VOIE COMMUNALE NUMERO 3 MOUSSEAUX-SUR-SEINE 78270
26610322500014,88.99B,A,LE BOURG SAINT-CHRISTOPHE-DE-CHAULIEU 61800 MAIRIE
03912386400017,81.10Z,A,25 RUE DE PONTHIEU PARIS 75008
21280014800026,85.20Z,A,51 GRANDE RUE AUNAY-SOUS-CRECY 28500
30050209300101,55.90Z,A,16 RUE DE LA ROCHELLE MULHOUSE 68200
21550207100016,84.11Z,A,PL DE LA MAIRIE GERY 55000
03898630300014,81.10Z,A,70 RUE DE L'UNIVERSITE PARIS 75007 RIS REP PAR
21140147600018,84.11Z,A,L'EGLISE CERNAY 14290
25760044500031,84.11Z,A,QUAI JEAN MOULIN ROUEN 76100 HOTEL DU DEPARTEMENT
21780117400087,85.20Z,A,5 RUE DES FRERES ROBIN BUC 78530
21900025400025,85.20Z,A,1 RUE DE L’EGLISE CHAVANNES-LES-GRANDS 90100
21390386700017,84.11Z,A,NEUVILLEY 39800
03932358900018,81.10Z,A,64 RUE DU RANELAGH PARIS 75016 RIS REP PAR
26590707100624,66.19A,A,790 ROUTE DE LOCRE BAILLEUL 59270
30271757400032,93.29Z,A,178 AVENUE HONORE DE BALZAC VOREPPE 38340
21710257300029,85.20Z,A,15 RUE DE LA MAIRIE LESSARD-LE-NATIONAL 71530
04458190800017,81.10Z,A,1 RUE DES POTIERS TOULOUSE 31000
03914560200015,81.10Z,A,35 AVENUE DE PARIS EAUBONNE 95600 93 EPINAY SUR SEINE
30362579200062,45.11Z,A,12 RUE DE LA REUNION LES ULIS 91940 ZA DE COURTABOEUF
26610069200463,86.10Z,A,1 RUE GEORGES MEHEUDIN ARGENTAN 61200
20003271200016,84.12Z,A,CORTEVAIX 71460 MAIRIE
21790351700035,85.20Z,A,ROUTE DE NIORT VILLIERS-EN-PLAINE 79160
20006418600030,84.11Z,A,LE VILLAGE PRINSUEJOLS-MALBOUZON 48100 MAIRIE
21750001602130,85.20Z,A,211 RUE SAINT-MARTIN PARIS 75003
20002709200507,86.10Z,A,1 RUE DE L'ABREUVOIR CHARENTON-LE-PONT 94220
21250489800058,37.00Z,A,REUGNEY 25330 MAIRIE
21540474000031,37.00Z,A,1 PLACE MONSEIGNEUR THOUVENIN SAINTE-GENEVIEVE 54700
21240348900033,37.00Z,A,RAZAC D'EYMET 24500 MAIRIE
02100492400011,81.10Z,A,QUA LE PRE DE PAQUES BRIGNOLES 83170
21690123102264,85.20Z,A,36 RUE SMITH LYON 69002
04388688600019,81.10Z,A,99 AVENUE PARMENTIER PARIS 75011
26540045700015,88.99B,A,7 PLACE DU GENERAL DE GAULLE AUDUN-LE-ROMAN 54560 MAIRIE
03920644600013,81.10Z,A,11 AVENUE DE MADRID NEUILLY-SUR-SEINE 92200
01934985100014,81.10Z,A,50 PLACE MAZELLE METZ 57000
21340310800060,68.20B,A,5 RUE GEORGES RASTOUL THEZAN-LES-BEZIERS 34490
09568083100120,45.11Z,A,ROUTE DEPARTEMENTALE N° 810 URRUGNE 64122 BRETELLE DE SOCOA
21750001620660,93.11Z,A,4 RUE PIERRE REVERDY PARIS 75019
04454580400013,81.10Z,A,86 PLACE DU JOURDAIN GRAULHET 81300
21740033200011,84.11Z,A,81 ROUTE DE LA MAIRIE BERNEX 74500
21390333900017,84.11Z,A,2 PLACE ROBERT MONNIER MOIRANS-EN-MONTAGNE 39260
21530061700051,42.99Z,A,6 RUE LA BRUYERE CHARCHIGNE 53250 MAIRIE
25170167800020,84.12Z,A,25 AVENUE JEAN SOULAT SAINT-PIERRE-D'OLERON 17310
01324505500010,81.10Z,A,1 RUE DE LA PREFECTURE ANGERS 49100
30283696000013,94.99Z,A,PLACE DES CYGNES THERVAY 39290
21420203800011,84.11Z,A,76 RUE DU ROC SAINT-BONNET-DES-QUARTS 42310
21870410400114,36.00Z,A,1 PLACE DE LA REPUBLIQUE CHATEAUPONSAC 87290
21640040800060,36.00Z,A,PL VICTOIRE ARETTE 64570 MAIRIE
03924508900014,81.10Z,A,35 RUE GABRIELLE CHARENTON-LE-PONT 94220 IS 12 REP PAR
21060063100019,84.11Z,A,GARS 06850 HOTEL DE VILLE
25770187000012,84.12Z,A,AVENUE VICTOR MASSOUL FAREMOUTIERS 77515 MAIRIE
26570194600039,88.91A,A,19 BOULEVARD CHARLEMAGNE THIONVILLE 57100
26250638900234,88.10A,A,11 RUE MAURICE RAVEL MONTBELIARD 25200
21570019600094,85.10Z,A,RUE DE L’USINE AMNEVILLE 57360 LES THERMES
21910631700015,84.11Z,A,PLACE ARISTIDE BRIAND VARENNES-JARCY 91480
04380245300019,81.10Z,A,169 BOULEVARD HAUSSMANN PARIS 75008 P PAR
21120290800011,84.11Z,A,16 RUE DE LA MAIRIE VAUREILLES 12220
04384510600012,81.10Z,A,13 PLACE KOSSUTH PARIS 75009 P PAR
20005555600035,85.10Z,A,RUE DES ECOLES CRETS EN BELLEDONNE 38570
30256467900041,68.20A,A,107 RUE DE LORIMA VITTEL 88800
13001292500124,84.11Z,A,3 RUE JEAN SARMENT PORNIC 44210 CENTRE DES FINANCES PUBLIQUES
17350231100108,84.11Z,A,8 QUAI CHANOINE GUINARD PLERIN 22190
24760012500022,84.11Z,A,78 RUE PASTEUR LE MESNIL-ESNARD 76240
30090044600034,31.09B,A,LD LES BROSSES LE PONT-DE-BEAUVOISIN 38480
21130083500033,85.10Z,A,RUE MIREILLE QUARTIER SAINT-JEAN ROGNONAS 13870
30245198400066,08.12Z,A,TORRANEACH PLOUIDER 29260
21680027600018,84.11Z,A,7 RUE DE L'EGLISE BERENTZWILLER 68130
03916707700013,81.10Z,A,45 BOULEVARD HENRI BARBUSSE ROMAINVILLE 93230 LLE REP PAR
25430040300048,84.12Z,A,19 ROUTE DE MONISTROL SAINTE-SIGOLENE 43600
21740045600059,01.11Z,A,LE BOUCHET-MONT-CHARVIN 74230 MAIRIE
21130001700178,85.20Z,A,200 CHEMIN DES PLATRIERES AIX-EN-PROVENCE 13100
21670482500282,85.20Z,A,59 RUE DE LA CANARDIERE STRASBOURG 67100
13000783400117,84.12Z,A,18 AVENUE FRANCOIS MITTERRAND CHARLEVILLE-MEZIERES 08000
21270701200119,85.10Z,A,35 VOIE DE L’EPARGNE VAL-DE-REUIL 27100
20008547000249,52.21Z,A,9 RUE POTTIER LE CHESNAY-ROCQUENCOURT 78150 MAIRIE
21840106500048,85.20Z,A,ROUTE DE TULETTE SAINTE-CECILE-LES-VIGNES 84290
03922117100018,81.10Z,A,9 BOULEVARD SAINT-DENIS PARIS 75003 RIS REP PAR
29590190400017,42.99Z,A,RUE DE L'ECOLE NOYELLES-SUR-SAMBRE 59550 MAIRIE
21160295800061,37.00Z,A,RUE DU CENTRE SAINT-AMANT-DE-BOIXE 16330 MAIRIE
29340027100012,42.99Z,A,HOTEL DE VILLE LE BOSC 34700
21500394800035,85.20Z,A,BOULEVARD DU 8 JUIN 1944 PERIERS 50190
21450232000127,88.91A,A,283 RUE DU GENERAL DE GAULLE OLIVET 45160
13001805400119,84.11Z,A,110 BD JOSEPH WAMYTAN NOUMEA 98800
21500390600017,84.11Z,A,11 RUE D'OZEVILLE OZEVILLE 50310
03928189400012,81.10Z,A,71 RUE DE PROVENCE PARIS 75009 1 PARIS REP PAR
03919849400013,81.10Z,A,52 RUE DE PONTHIEU PARIS 75008 LEVALLOIS PERRET REP
03933581500013,81.10Z,A,174 BOULEVARD HAUSSMANN PARIS 75008 JOHN ARTHUR ET TIFF
30186112600052,43.34Z,A,12 RUE DE L'INDUSTRIE VENISSIEUX 69200
17290131600254,88.99A,A,9 AVENUE GEORGES POMPIDOU VANNES 56000
09711045600056,43.34Z,A,11 RUE D'ARGENTRE SEES 61500
05034785500012,81.10Z,A,25 RUE DE TURENNE BRIVE-LA-GAILLARDE 19100
21380319000049,85.20Z,A,1 ALLEE DES ECOLES PONT-EN-ROYANS 38680
21240372900123,42.99Z,A,2 RUE JULES FERRY SAINT-ASTIER 24110 MAIRIE
03523698300017,81.10Z,A,6 BOULEVARD LAZARE CARNOT TOULOUSE 31000
18008901301864,72.20Z,A,26 RUE DU 141 RIA MARSEILLE 13003
13000637200374,84.13Z,A,78 RUE SAINT-JEAN BALMA 31130
04012508000016,81.10Z,A,40 BOULEVARD DES BELGES LYON 69006
19580055200075,85.32Z,A,128 ROUTE DE LYON SERMOISE-SUR-LOIRE 58000
03868787700019,81.10Z,A,9 RUE JEAN FERRANDI PARIS 75006 003 PARIS REP PAR
21550462200055,85.20Z,A,10 ROUTE DE WOEL SAINT-MAURICE-SOUS-LES-COTES 55210
06750015700010,25.11Z,A,1230 ROUTE DE VALENCE SAINT-ROMANS 38160
29470113100012,42.99Z,A,SAINT-SERNIN 47120 MAIRIE
21720165600055,84.12Z,A,20 RUE TORCE LOMBRON 72450 MAIRIE
20007009200487,88.91A,A,31 RUE DU 8 MAI 1945 ARVEYRES 33500
19740043500016,85.31Z,A,AVENUE DES GLIERES TANINGES 74440
04009045800015,81.10Z,A,319 COURS EMILE ZOLA VILLEURBANNE 69100
21420147700228,55.30Z,A,LE SURIZET MONTBRISON 42600
21640022600017,84.11Z,A,ANDREIN 64390
04012487700016,81.10Z,A,23 RUE BUGEAUD LYON 69006
26950004700155,86.10Z,A,1 RUE GALANDE GONESSE 95500
03899297000012,81.10Z,A,97 RUE DU RANELAGH PARIS 75016
30163929000024,25.61Z,A,12 RUE DE BOUVINES SOISSONS 02200
20004219000138,68.20B,A,RUE MICHEL RONDET WALLERS 59135 SITE MINIER DE WALLERS-ARENBERG
26800029600239,86.10Z,A,7 AVENUE DU DANEMARK AMIENS 80090 IMMEUBLE LE ROMANEE
19640251500262,85.42Z,A,371 RUE DU RUISSEAU MONT-DE-MARSAN 40000
21720003900121,85.10Z,A,BOULEVARD PASTEUR ALLONNES 72700
21240322400273,88.91A,A,34 RUE DE STRASBOURG PERIGUEUX 24000
24350078200046,42.99Z,A,RUE DU GRAND JARDIN SAINT-MALO 35400
26270015600017,88.99B,A,75 RUE GUERARD SAINT-DENIS-LE-FERMENT 27140 MAIRIE
21290171400031,85.20Z,A,ROUTE DE PONT-L’ABBE PLOMEUR 29120
03925662300016,81.10Z,A,33 RUE ORFILA PARIS 75020 RIS REP PAR LA SARL
09707322500019,01.11Z,A,PONSON-DEBAT-POUTS 64460
21070249400019,84.11Z,A,280 GRAND-RUE SAINT-JEURE-D'ANDAURE 07320
21610304400022,85.20Z,A,LE BOURG NEUILLY-LE-BISSON 61250
17690150200086,84.24Z,A,7 RUE JEANNE HACHETTE LYON 69003
13000011000010,84.12Z,A,1633 AVENUE DU GENERAL LECLERC AGEN 47000 MDPH
03971515600012,81.10Z,A,81 RUE DES ALLIES SAINT-ETIENNE 42100
21260022500016,84.11Z,A,2 PLACE GUSTAVE ROLLAND BALLONS 26560
21130069400034,85.20Z,A,AVENUE DU GENERAL DE GAULLE PELISSANNE 13330
21720061700017,84.11Z,A,25 RUE DU MAINE LA CHAPELLE-D'ALIGNE 72300
21650466200026,36.00Z,A,VIELLE-LOURON 65240
03932288800015,81.10Z,A,14 RUE AUBRIOT PARIS 75004
30287500000010,01.61Z,A,SOMME-YEVRE 51330 MAIRIE
26340016000317,85.42Z,A,13 AVENUE DU PROFESSEUR GRASSET MONTPELLIER 34090
26900076600015,88.99B,A,MAIRIE VEZELOIS 90400
30114813600049,93.29Z,A,2 RUE ALFRED LEFEBVRE MAZINGARBE 62670 SDFI MAIRIE
30284993000011,94.91Z,A,LE BOURG SAINT-ROMAIN-LA-MOTTE 42640
21120189200059,35.11Z,A,LE BOURG PRADINAS 12240 MAIRIE
21900010600050,84.11Z,A,1 RUE HENRI DUNANT BELFORT 90000
20003001300169,85.42Z,A,AVENUE PRESIDENT MITTERRAND SAINT-PIERRE 97410 CHU SUD DE LA REUNION
26670253900013,88.99B,A,10 PLACE DE LA MAIRIE SELTZ 67470 MAIRIE
20000929800015,84.11Z,A,LE BOURG SAINT-GENES-CHAMPANELLE 63122 MAIRIE
21670482501603,85.20Z,A,12 PL ALFRED DE MUSSET STRASBOURG 67000
21140006400039,85.20Z,A,IMP LEFEVRE AMAYE-SUR-ORNE 14210
21150266100062,42.99Z,A,LE BOURG YOLET 15130 MAIRIE
03787115900010,81.10Z,A,24 RUE DE LA CANARDIERE STRASBOURG 67100 24-26
03936403900014,81.10Z,A,13 RUE DU DOCTEUR ROUX PARIS 75015 N
21380471900069,36.00Z,A,LES CHARMETTES LE SAPPEY-EN-CHARTREUSE 38700 MAIRIE
19801344300520,85.42Z,A,52 BOULEVARD SAINT - ANDRE BEAUVAIS 60000
21850039500015,84.11Z,A,1 PLACE JEANNE D'ARC LA BRUFFIERE 85530
21590316200018,84.11Z,A,1 PL DU 8 MAI 1945 HOUPLIN-ANCOISNE 59263
21700513100073,42.99Z,A,39 GRANDE RUE VAIVRE-ET-MONTOILLE 70000 MAIRIE
20006196800059,84.11Z,A,2 RTE DE MONTARGIS MONTHOLON 89110
21510041300024,85.20Z,A,RUE SAINT REMY BEINE-NAUROY 51490
02654126800020,68.20B,A,57 AV LA FONT AU BONHOMME SAINT-MALO 35400
21400060600019,84.11Z,A,CALLEN 40430
19501216600011,85.31Z,A,RUE HENRI CORNAT CHERBOURG-EN-COTENTIN 50100
19590182200013,85.31Z,A,23 AVENUE LE NOTRE ROUBAIX 59100
03872501600018,81.10Z,A,15 AVENUE RENE COTY PARIS 75014 RIS REP PAR
06980290800025,43.34Z,A,CHEMIN DES CREISSAUDS AUBAGNE 13400
21880504200023,85.20Z,A,VICHEREY 88170
20005699200023,84.11Z,A,PL DE LA MAIRIE BOISNE-LA TUDE 16320
26390726300010,86.10Z,A,4 RUE DES PRES MILLATS ORGELET 39270
03932520400012,81.10Z,A,55 QUAI DES GRANDS AUGUSTINS PARIS 75006
21510460500013,84.11Z,A,SAINT-LUMIER-LA-POPULEUSE 51340
21280111200013,84.11Z,A,5 RUE DES TILLEULS COUDRAY-AU-PERCHE 28330
21310492000029,85.20Z,A,PLACE DES ECOLIERS SAINT-JULIEN-SUR-GARONNE 31220
29590126800017,42.99Z,A,RUE MARTELOY GŒULZIN 59169 MAIRIE
03929900300010,81.10Z,A,3 RUE DE STOCKHOLM PARIS 75008 75016 PARIS REP PAR
21430205100088,96.03Z,A,PLACE MARIE LOUISE DEGUILLAUME SAINT-JUST-MALMONT 43240
19594537300015,85.31Z,A,RUE DU CHRIST NEUVILLE-EN-FERRAIN 59960 LA FORGETTE
13000809700029,94.11Z,A,38 BOULEVARD DE L'AYROLLE MILLAU 12100
30266622700012,46.69C,A,10 PASSAGE NOTRE DAME BORDEAUX 33000
03933328100010,81.10Z,A,26 RUE FRANCOIS BONVIN PARIS 75015 IS REP PAR SARL U.C.
13000836000781,84.11Z,A,1 RUE FONTAINE L’HERMITE LILLEBONNE 76170
26290257000015,88.99B,A,PLACE CHARLES DE GAULLE PLONEOUR-LANVERN 29720 MAIRIE
20007209800201,42.99Z,A,23 RUE VICTOR MAZUEL MANZAT 63410
26340002000016,87.10A,A,RUE FREDERIC MISTRAL FRONTIGNAN 34110
21890346600017,84.11Z,A,37 GRANDE RUE SAINT-GEORGES-SUR-BAULCHE 89000
20004027700044,36.00Z,A,4 RUE DE CHATEAUDUN DREUX 28100
18006701900612,84.13Z,A,1 RUE JUSSIEU PARIS 75005
04388518500017,81.10Z,A,10 AVENUE JEAN JAURES CHATENAY-MALABRY 92290
21670300900086,85.10Z,A,6 RUE PHILIPPI MOLSHEIM 67120
07270814200012,68.20B,A,21 AVENUE VICTOR HUGO CASSIS 13260
05780275300434,46.73A,A,ROUTE DE MONTELIMAR CLEON-D'ANDRAN 26450
19370045700016,85.31Z,A,1 PLACE RABELAIS TOURS 37000
26640057100029,88.10A,A,PLACE DU GENERAL DE GAULLE ARTIX 64170 MAIRIE
21810290300018,84.11Z,A,SOUEL 81170
21790202200144,85.20Z,A,RUE DU FBG ST PAUL PARTHENAY 79200 QUARTIER ST PAUL
03870414400013,81.10Z,A,13 RUE D'AUMALE PARIS 75009
03891470100016,81.10Z,A,8 RUE ALLARD SAINT-MANDE 94160
30058617900867,87.90A,A,15 RUE DE LA BLANCHERIE DRAGUIGNAN 83300
26620907100023,88.99B,A,2 RUE JEAN-BAPTISTE DELOBEL LIBERCOURT 62820
26380159900014,88.99B,A,103 RUE DU 29 JANVIER 1944 COGNIN-LES-GORGES 38470 MAIRIE
21950656500015,84.11Z,A,18 ROUTE DE LA MAIRIE VIENNE-EN-ARTHIES 95510
21760173100029,85.20Z,A,LE VILLAGE LA CHAUSSEE 76590
01375100300016,81.10Z,A,16 RUE CHANCELIER DE L'HOSPITAL DIJON 21000
21630917900010,84.11Z,A,LE BOURG VALBELEIX 63610 MAIRIE
03524141300018,81.10Z,A,2 RUE GEORGES COURTELINE TOULOUSE 31100
26330565800084,86.10Z,A,31 LE BOURG SAINT GIRONS D'AIGUEVIVES 33920 ANCIEN PRESBYTERE
21890096700017,84.11Z,A,RUE COLETTE CHEMILLY-SUR-YONNE 89250
26750045201944,87.10B,A,4312 ROUTE DE L'ALMANARRE HYERES 83400
26010416100013,88.99B,A,CHALEINS 01480 MAIRIE
18570158800013,94.91Z,A,ANZELING 57320
03922086800010,81.10Z,A,48 RUE DE PROVENCE PARIS 75009 ARIS REP PAR
04207494800011,81.10Z,A,2 RUE DES BAINS GRENOBLE 38000
21370044600015,84.11Z,A,1 PLACE DE L'EGLISE LA CELLE-GUENAND 37350
26330434700010,88.99B,A,SAINT-MARTIN-DE-LERM 33540
25280027100014,36.00Z,A,1 RUE DU PERCHE LUIGNY 28480
19600022800011,85.31Z,A,11 BOULEVARD GABRIEL HAVEZ CREIL 60100
21800019801149,85.20Z,A,RUE REAUMUR AMIENS 80090
24890089600023,38.11Z,A,52 FAUBOURG DE VILLEPERROT PONT-SUR-YONNE 89140
21490214000059,85.20Z,A,RUE GEORGES BRASSENS MONTREUIL-JUIGNE 49460 RUE JEAN JAURES
02407453600012,47.11B,A,15 RUE SIMBA-BE M'TSANGAMOUJI 97650
26330062600342,87.10A,A,16 RUE MARYSE BASTIE BORDEAUX 33300
21720153200041,37.00Z,A,RUE DU 8 MAI 1945 JUPILLES 72500 MAIRIE
26330637500019,88.99B,A,MAIRIE TABANAC 33550
30312129700111,47.52A,A,LES PERES BLANCS BAILLIF 97123
21420183200182,42.99Z,A,PLACE MICHEL RONDET LA RICAMARIE 42150
22640001800637,86.22C,A,RUE LACAZETTE ARUDY 64260 CENTRE MEDICO SOCIAL
03909775300014,81.10Z,A,32 RUE DES ARCHIVES PARIS 75004
25040071000043,84.13Z,A,5 AVENUE BAD MERGENTHEIM DIGNE-LES-BAINS 04000
03898611300017,81.10Z,A,5 RUE CAVALLOTTI PARIS 75018
03894921000017,81.10Z,A,7 RUE FERDINAND BUISSON CLICHY 92110
01979604400014,81.10Z,A,2 RUE LASCARIS NICE 06300
21050058300021,85.20Z,A,FREISSINIERES 05310
21971129800162,88.91A,A,CHE RIVIERE BOURG SAINTE-ROSE 97115 HOTEL DE VILLE
03916235900010,81.10Z,A,16 RUE DE ROSNY MONTREUIL 93100 16 A 18
19451038400010,85.31Z,A,331 RUE MAURICE CLARET SARAN 45770
04012548600015,81.10Z,A,81 RUE GARIBALDI LYON 69006
21740014200071,36.00Z,A,64 ROUTE DE FREVUARD ARACHES-LA-FRASSE 74300 MAIRIE
21260165200036,85.20Z,A,1 RUE SAINTE BARBE LIVRON-SUR-DROME 26250
06580124300018,46.31Z,A,33 BOULEVARD FERDINAND DE LESSEPS MARSEILLE 13014
04385675600010,81.10Z,A,23 BOULEVARD FOCH LE PERREUX-SUR-MARNE 94170
21330235900012,84.11Z,A,LAVAZAN 33690
19801252800016,85.32Z,A,8 AVENUE JEAN MOULIN HAM 80400
03903594400014,81.10Z,A,63 AVENUE DE SAINT-MANDE PARIS 75012
21860010400010,84.11Z,A,PLACE DE LA MAIRIE ASLONNES 86340
30270334300020,68.20A,A,[ND] [ND] [ND] CANNES [ND] [ND]
21290267000026,85.20Z,A,3 RUE DES ECOLES SAINT-THOIS 29520
03931335800010,81.10Z,A,14 RUE DE MARIGNAN PARIS 75008 07 PARIS REP PAR
13001170300043,84.13Z,A,92 BOULEVARD GAMBETTA BOULOGNE-SUR-MER 62200
03934747100011,81.10Z,A,22 GRANDE RUE SEVRES 92310 RESIDENCE LULLI
20009189000018,36.00Z,A,21 RUE DE LA MAIRIE MONTSOULT 95560 MAIRIE DE MONTSOULT
21650013200016,84.11Z,A,ANSOST 65140
25680025100041,42.99Z,A,9 RUE SEBASTOPOL MUNSTER 68140 MAISON DES SERVICES
21590599300808,87.30A,A,25 RUE BALZAC TOURCOING 59200
21200343800042,85.20Z,A,HAMEAU CRUCIATA VENZOLASCA 20215
21890230200015,84.11Z,A,1 RUE SUZANNE CRENEAU LOOZE 89300
19442186300011,85.31Z,A,17 RUE DE JOINVILLE SAINT-PHILBERT-DE-GRAND-LIEU 44310
03722098500024,93.11Z,A,176 AVENUE CHARLES DE GAULLE NEUILLY-SUR-SEINE 92200
19921181400017,85.31Z,A,57 RUE JEAN LONGUET CHATENAY-MALABRY 92290
21250471600037,36.00Z,A,PROVENCHERE 25380 MAIRIE
13001263600598,84.11Z,A,12 RUE DE LUNEVILLE SARREBOURG 57400
30305886100012,94.99Z,A,1 AVENUE DU MARECHAL FOCH MIRECOURT 88500
21430056800059,68.20B,A,LE BOURG CHANTEUGES 43300 MAIRIE
